title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Alleys",movie,"Crime, Drama",2021,tt10832002,7.1,961,
"Costa Brava, Lebanon",movie,Drama,2021,tt9860858,6.7,1135,
"The Three Musketeers - Part I: D'Artagnan",movie,"Action, Adventure, History",2023,tt12672536,6.7,24496,
Dobaaraa,movie,"Drama, Fantasy, Mystery",2022,tt14042066,4.9,21297,
Hiraite,movie,"Drama, Romance",2021,tt18277086,6.3,249,
"Army of Thieves",movie,"Action, Comedy, Crime",2021,tt13024674,6.4,93912,
"Namaste Wahala",movie,"Drama, Romance",2021,tt12423052,4.9,1656,
"Car Crash: Who's Lying?",movie,Documentary,2018,tt9490472,6.7,561,
"Bantú Mama",movie,Drama,2021,tt13834196,6.3,222,
"Ride or Die",movie,"Crime, Drama, Romance",2021,tt14164234,5.6,2815,
"Con quién viajas",movie,Comedy,2021,tt11645056,5.9,723,
"Assault on VA-33",movie,"Action, Thriller",2021,tt12064810,4.3,1035,
"The Pact",movie,"Biography, Drama",2021,tt11204060,6.4,1011,
"Biggie: I Got a Story to Tell",movie,"Biography, Documentary, Music",2021,tt14058484,6.8,5694,
"Secret Magic Control Agency",movie,"Adventure, Animation, Comedy",2021,tt13932162,6.2,5024,
"Britney vs Spears",movie,"Biography, Crime, Documentary",2021,tt15469820,6.4,8364,
"Man in Love",movie,"Drama, Romance",2021,tt14428606,7.1,3942,
Firebird,movie,"Biography, Drama, Romance",2021,tt4061620,7.1,13928,
Dry,movie,"Comedy, Drama",2022,tt13806164,6.2,2319,
"Only for Tereza",movie,"Comedy, Romance",2021,tt13607498,5.2,150,
"Family Switch",movie,"Comedy, Family",2023,tt14227048,5.7,30553,
Pipa,movie,"Crime, Drama, Mystery",2022,tt15943258,4.5,1866,
"Beau Is Afraid",movie,"Comedy, Drama",2023,tt13521006,6.6,71608,
"The Marsh King's Daughter",movie,"Crime, Drama, Mystery",2023,tt8002382,5.9,13940,
Taliya,movie,"Drama, Fantasy",2021,tt8571740,6.6,12,
"Attention Please",movie,Thriller,2021,tt13423468,6.8,1638,
"Olvido y León",movie,Drama,2020,tt12485306,5.7,69,
Shirley,movie,"Biography, Drama, History",2024,tt14077516,6.2,3333,
"Biking Borders",movie,Documentary,2021,tt11188850,7.7,1228,
BlackRose,movie,Drama,2018,tt10549360,7.5,74,
"Fate: The Winx Saga - The Afterparty",movie,"Comedy, Fantasy, Reality-TV",2021,tt14081914,5.8,179,
Stutz,movie,Documentary,2022,tt21819228,7.7,18560,
"Project Wolf Hunting",movie,"Action, Crime, Horror",2022,tt15575470,6,8416,
"Cabras da Peste",movie,"Action, Comedy, Crime",2021,tt14111726,6,2125,
"Luckiest Girl Alive",movie,"Drama, Mystery, Thriller",2022,tt4595186,6.4,58395,
"Operation Varsity Blues",movie,"Crime, Documentary, Drama",2021,tt14111734,6.9,9187,
"Nate Bargatze: The Greatest Average American",movie,Comedy,2021,tt14078164,7.4,2501,
"Shyam Singha Roy",movie,"Drama, Romance",2021,tt13349716,7.6,16060,
Dasvi,movie,"Comedy, Drama",2022,tt14107554,7.4,62243,
"Time to Dance",movie,"Musical, Romance",2021,tt8622232,2.5,1042,
"The Outfit",movie,"Crime, Drama, Mystery",2022,tt14114802,7.2,81119,
"Lobo feroz",movie,"Drama, Horror, Thriller",2023,tt14118246,5.3,678,
"Maggie Moore(s)",movie,"Comedy, Crime, Mystery",2023,tt14181816,6.2,9161,
"Rayen Panday: Fenomeen",movie,Comedy,2021,tt14120376,7.1,33,
"The Killer",movie,"Action, Adventure, Crime",2023,tt1136617,6.7,210648,
"Riding with Sugar",movie,"Drama, Short",2005,tt3300886,,,
"What's Love Got to Do with It?",movie,"Comedy, Drama, Romance",2022,tt13430858,6.3,11510,
Carter,movie,"Action, Thriller",2022,tt21237030,5.1,10415,
Beast,movie,"Action, Comedy, Crime",2022,tt11301946,5.2,38222,
"Dancing on Glass",movie,"Drama, Thriller",2022,tt14118046,5.6,1097,
"The Wasteland",movie,"Drama, Horror, Mystery",2021,tt13323118,4.6,5008,
"Fate of Alakada",movie,Comedy,2020,tt11829884,5,99,
"A Perfect Fit",movie,"Comedy, Drama, Romance",2021,tt13606090,5.4,757,
"Ginny & Georgia - The Afterparty",movie,,2021,,,,
"Dachau Liberation",movie,"Documentary, History, War",2021,tt13480686,6.3,336,
"A Good Person",movie,Drama,2023,tt14153080,7.1,26704,
"The Pale Blue Eye",movie,"Crime, Horror, Mystery",2022,tt14138650,6.6,133107,
"Live Is Life",movie,"Comedy, Drama",2021,tt12923028,6.3,1306,
"Senior Year",movie,"Comedy, Drama",2022,tt5315212,5.5,46256,
"Ticket to Paradise",movie,"Comedy, Drama, Romance",2022,tt14109724,6.1,77898,
Seaspiracy,movie,"Adventure, Documentary",2021,tt14152756,8.1,34987,
"Detective Conan: The Scarlet Alibi",movie,"Animation, Crime, Mystery",2021,tt13884166,6.3,434,
Darlings,movie,"Comedy, Drama, Thriller",2022,tt14152140,6.6,22418,
"Lady Boss: The Jackie Collins Story",movie,"Biography, Documentary, History",2021,tt13244024,6.9,512,
"Kalki 2898 AD",movie,"Action, Adventure, Drama",2024,tt12735488,7,66754,
Breaking,movie,"Crime, Drama, Thriller",2022,tt12311620,6.3,9990,
Connected,movie,Music,2021,,,,
"F3: Fun and Frustration",movie,"Comedy, Family, Romance",2022,tt13645322,4.7,2561,
"Bob Marley: One Love",movie,"Biography, Drama, Music",2024,tt8521778,6.2,34705,
"Doctor on Call",movie,Comedy,2021,tt14060826,6,460,
"Ajeeb Daastaans",movie,"Drama, Romance",2021,tt14091818,6.7,6618,
"Deadly Illusions",movie,"Crime, Drama, Mystery",2021,tt7897330,3.8,14214,
"Just Say Yes",movie,"Comedy, Romance",2021,tt12154638,4.6,2205,
Shaina,movie,Drama,2020,tt13498060,7.1,71,
"Lara Ati",movie,"Comedy, Drama, Romance",2022,tt14176796,6.5,470,
"Nerealnyi KOPets",movie,Comedy,2021,tt13188590,5,721,
"Wave of Cinema: Generasi 90an",movie,Music,2020,,,,
"Nice View",movie,"Comedy, Drama",2022,tt15783462,6.7,1454,
"Kids Are Fine",movie,Drama,2021,tt14961578,8.2,31,
One,movie,"Drama, Thriller",2021,tt11250720,6.2,3135,
"Other People's Children",movie,"Comedy, Drama, Romance",2022,tt15403712,6.8,3064,
"Hey Sinamika",movie,"Drama, Romance",2022,tt11953194,6.3,5135,
"Every Breath You Take",movie,"Drama, Mystery, Thriller",2021,tt2231874,5.4,7693,
Trapped,movie,Drama,2021,tt7153564,5.1,81,
"She Likes That",movie,Romance,2021,tt14190918,6.8,167,
"The Fabelmans",movie,Drama,2022,tt14208870,7.5,127994,
"Cocaine Bear",movie,"Comedy, Crime, Thriller",2023,tt14209916,5.9,119945,
Alcarràs,movie,Drama,2022,tt11930126,7,8787,
Godse,movie,"Action, Thriller",2022,tt15509164,5.7,1417,
"The Piano Lesson",movie,"Drama, Music",2024,tt15507512,6.2,4926,
"The Munsters",movie,"Comedy, Family, Fantasy",2022,tt14813212,4.5,12337,
"Something in the Water",movie,"Adventure, Drama, Horror",2024,tt22863968,4.1,4839,
"Just in Time",movie,"Comedy, Drama, Family",2021,tt14243986,7.2,64,
"Haunted Tales",movie,Horror,2021,,,,
"Someday or One Day",movie,"Drama, Fantasy, Romance",2022,tt24786154,5.9,677,
"Perfume Imaginary Museum Time Warp",movie,Music,2020,tt15127976,6.2,46,
"Thimmarusu: Assignment Vali",movie,Drama,2021,tt13310936,7.1,1761,
"Not Out",movie,"Drama, Sport",2021,tt14627004,6.2,18,
"Coming to You",movie,Documentary,2021,tt14627194,7.7,35,
"Kim Min-young of the Report Card",movie,Drama,2021,tt14626814,6.6,40,
"Look Both Ways",movie,"Comedy, Drama, Fantasy",2022,tt14298328,6.3,25539,
"J'ai le Cafard (Bint Werdan)",movie,"Comedy, Drama, Fantasy",2020,tt13672670,4.7,47,
"Good Night, Said Miss Bird",movie,"Horror, Mystery",2012,tt2260760,3.8,140,
"Waraqat Gameia",movie,,2020,,,,
Mandela,movie,"Comedy, Drama",2021,tt10687070,8.4,8950,
"Camellia Sisters",movie,Drama,2021,tt14023894,4.8,209,
Time,movie,"Crime, Drama",2021,tt14713814,6.5,626,
"Edge of the World",movie,"Adventure, Drama",2021,tt3006472,5.4,3051,
Dsp,movie,"Action, Crime, Drama",2022,tt23557940,3.6,1251,
"Door Mouse",movie,"Drama, Mystery, Thriller",2022,tt5859970,5.5,687,
"Mad Dog",movie,"Drama, Thriller",2021,tt13982526,5.8,512,
Blueback,movie,"Adventure, Drama, Family",2022,tt14201576,6,1464,
Irul,movie,"Horror, Mystery, Thriller",2021,tt13103212,5.8,3809,
"The Exorcist: Believer",movie,Horror,2023,tt12921446,4.8,46545,
"Boiling Point",movie,"Drama, Thriller",2021,tt11127680,7.5,49681,
Ritsa,movie,"Drama, Romance",2021,tt13066142,5.5,253,
Watcher,movie,"Drama, Horror, Thriller",2022,tt12004038,6.3,56661,
"Who's the Boss",movie,"Comedy, Romance",2020,tt13370858,5.9,47,
"El 30-30",movie,"Action, Drama, Western",1991,tt0379688,,,
"Traición al amanecer",movie,Drama,1992,tt3213252,,,
Rhino,movie,"Action, Crime, Drama",2021,tt3781118,6.6,2539,
"The Hummingbird",movie,Drama,2022,tt14589916,6.3,1785,
Blitzed!,movie,"Documentary, History, Music",2020,tt12452396,7.1,423,
"The Virtuoso",movie,"Action, Thriller",2021,tt4136456,5,10185,
Anne+,movie,Drama,2021,tt15420598,6.2,2246,
"Gone Case",movie,Drama,2014,,,,
Character,movie,"Crime, Drama, Mystery",2021,tt14118266,6.5,1515,
Ramachari,movie,Comedy,2013,tt5991576,6.6,38,
Norma,movie,"Comedy, Drama",2023,tt29464977,5.7,353,
"Father Stu",movie,"Biography, Drama",2022,tt14439896,6.5,34028,
"Dolly Parton: A MusiCares Tribute",movie,"Documentary, Music",2021,tt14299926,6.6,314,
"Have You Ever Seen Fireflies?",movie,"Comedy, Drama",2021,tt13317694,6.2,5830,
Sol,movie,,2021,,,,
Hurdang,movie,"Drama, Romance",2022,tt10919304,5.3,1142,
"Loyiso Gola: Unlearning",movie,Comedy,2021,tt14111708,6,227,
"Sampai Jadi Debu",movie,Drama,2021,,,,
"Mafia Mamma",movie,"Action, Comedy, Crime",2023,tt13923456,5.4,12860,
Bartkowiak,movie,"Action, Crime, Sport",2021,tt14315566,5.1,1505,
"Operation Hyacinth",movie,"Crime, Drama",2021,tt14315584,6.8,4722,
"How I Fell in Love with a Gangster",movie,"Crime, Drama",2022,tt16453244,6,3066,
"Héroes de barrio",movie,Comedy,2022,tt14326062,5.2,190,
"2gether: The Movie",movie,"Comedy, Musical, Romance",2021,tt14296268,6.6,2371,
"Sensei, Would You Sit Beside Me?",movie,Romance,2021,tt14786640,6.3,167,
"A World Without Beethoven?",movie,Documentary,2020,tt13091558,6.4,98,
"Why Did You Kill Me?",movie,"Crime, Documentary",2021,tt14318430,5.6,4991,
"Single All the Way",movie,"Comedy, Drama, Romance",2021,tt14315756,6.2,20903,
Ayana,movie,Drama,2017,tt6891660,7.3,136,
Two,movie,"Drama, Mystery, Thriller",2021,tt12358104,4.3,5384,
"Other Voices: Fontaines D.C. Live At Kilmainham Gaol",movie,Documentary,2020,,,,
"About a Girl",movie,"Drama, Fantasy, Short",2020,tt13865926,5.9,95,
"One Shot",movie,"Action, Adventure, Crime",2021,tt14199590,5.7,7357,
"Notre-Dame on Fire",movie,"Drama, Thriller",2022,tt12264966,6.4,3032,
"Infinite Storm",movie,"Drama, Thriller",2022,tt14060232,5.3,12161,
"Hello Ghost",movie,"Comedy, Drama",2023,tt14399128,6.5,407,
"The Twelve Stories of Glen Anggara",movie,"Drama, Romance",2022,tt14403244,5.9,208,
Marked,movie,"Documentary, Short",2019,tt10519534,6.9,49,
"Devara Part 1",movie,"Action, Drama, Thriller",2024,tt11821912,6,20397,
"The Silent Twins",movie,"Biography, Crime, Drama",2022,tt11052678,5.7,2647,
"Heroes. Silence and Rock and Roll",movie,Documentary,2021,tt14354838,7.5,771,
"Last Summer",movie,"Drama, Thriller",2023,tt14550346,6.4,3645,
"Black Clover: Sword of the Wizard King",movie,"Action, Adventure, Animation",2023,tt22868844,7.4,8821,
"Barbie & Chelsea: The Lost Birthday",movie,"Adventure, Animation, Family",2021,tt14317062,5.3,447,
"Get the Grift",movie,"Comedy, Crime",2021,tt14371060,5.4,897,
"Más allá de las estrellas. Fotografiando un agujero negro",movie,Documentary,2020,tt14156980,6.5,16,
"Buckley's Chance",movie,Family,2021,tt10350204,5.6,517,
"A Tourist's Guide to Love",movie,"Adventure, Comedy, Romance",2023,tt20115096,5.8,7916,
Maixabel,movie,"Biography, Drama",2021,tt14077696,7.1,3851,
"Lady Chatterley's Lover",movie,"Drama, Romance",2022,tt14369780,6.6,25396,
"Amalia en el otoño",movie,Drama,2020,tt13621726,4.4,42,
"Humidity Alert",movie,"Comedy, Drama",2021,tt15401948,5.8,21,
"The Last Kids on Earth: Happy Apocalypse to You",movie,"Adventure, Animation, Comedy",2021,tt14318454,7.3,61,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Once Upon a Time in Hong Kong",movie,"Action, Crime, History",2021,tt14466064,5.5,304,
"Away Bus",movie,"Comedy, Drama",2019,tt10279092,7.8,71,
Dovbush,movie,"Action, Adventure, Drama",2023,tt21833376,7.5,2359,
"Confesiones de un asesino en serie",movie,"Horror, Thriller",1997,tt0441157,,,
"Plastic Island",movie,Documentary,2021,tt15496620,7.5,57,
"Momshies! Your Soul Is Mine",movie,Comedy,2021,tt14412240,5.2,57,
"Bethlehem Night",movie,"Comedy, Fantasy",2022,tt14357492,5.6,179,
"Sisters on Track",movie,"Documentary, Sport",2021,tt9337574,6.1,241,
"Searching for Sheela",movie,"Biography, Crime, Documentary",2021,tt14167424,4.3,1584,
Mummies,movie,"Adventure, Animation, Comedy",2023,tt23177868,5.9,9964,
They/Them,movie,"Drama, Horror, Mystery",2022,tt14502344,4,13068,
Switch,movie,"Crime, Romance, Mystery, TV Movie",2020,,,,
Prophetess,movie,"Comedy, Drama",2021,tt14503370,5.4,35,
"Endangered Species",movie,"Action, Thriller",2021,tt13863334,4.6,2914,
"Just One Time",movie,Drama,2021,tt13606328,5.7,305,
"Home Team",movie,"Comedy, Sport",2022,tt14592064,6,23155,
Tár,movie,"Drama, Music",2022,tt14444726,7.4,103584,
Goodbye,movie,"Comedy, Drama, Family",2022,tt14438964,6.7,10230,
"Motu Patlu in Hong Kong: Kung Fu Kings 3",movie,"Animation, TV Movie, Adventure",2017,,,,
"Motu Patlu in the City of Gold",movie,,2018,,,,
"Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers",movie,"Animation, TV Movie, Action, Adventure",2018,,,,
"Motu Patlu the Superheroes: Supervillians from Mars",movie,"Action, Animation, Comedy",2019,tt20866760,7.9,17,
"Motu Patlu Kung Fu Kings",movie,"Action, Animation, Comedy",2014,tt20765256,8.5,78,
"Shiva VS Autobots",movie,,2018,,,,
"Shiva: Journey to Plunotaria",movie,Animation,2019,,,,
"Shiva: The Secret World Of Vedas City",movie,,2017,,,,
"Doom of Love",movie,"Drama, Romance",2022,tt14369296,4.9,2668,
"Lovely Boy",movie,"Drama, Music",2021,tt14562758,5.8,314,
Memory,movie,"Action, Crime, Thriller",2022,tt11827628,5.7,39340,
"Fenced In",movie,Comedy,2022,tt21742248,4.5,761,
"Wedding Games",movie,"Comedy, Romance",2023,tt27719673,4.2,156,
Overhaul,movie,"Action, Crime, Drama",2023,tt16427938,4.9,937,
"Wedding Season",movie,"Comedy, Romance",2022,tt11426572,6.3,11864,
"Through My Window",movie,"Comedy, Drama, Romance",2022,tt14463484,5.5,22180,
"Are You",movie,"Comedy, Romance",2023,tt14463514,5.7,3259,
Carnaval,movie,Comedy,2021,tt14074470,4.1,1079,
"Wave of Cinema: Nanti Kita Cerita Tentang Hari Ini",movie,"Documentary, Music",2020,,,,
"The In Between",movie,"Drama, Fantasy, Romance",2022,tt8851148,5.9,11248,
"Luccas Neto em: Duas Babás Muito Esquisitas",movie,Comedy,2021,tt14495194,3.2,53,
"Face Off 5: 48H",movie,"Action, Comedy",2021,tt13776794,5.2,147,
Lola,movie,Drama,2024,tt14375666,3.8,1144,
"Snelle: Without a Coat",movie,"Documentary, Music",2021,tt14111350,6.8,192,
Dreamcatcher,movie,,2020,,,,
"Dad Stop Embarassing Me!",movie,Talk-Show,2021,tt14465872,5.1,12,
Dante,movie,"Biography, History, Romance",2022,tt13684248,5.7,493,
"You Me Lenin",movie,Drama,2021,tt14474588,6.5,2229,
Found,movie,"Documentary, Drama",2021,tt13622146,7.5,1474,
"Seriously Red",movie,"Comedy, Drama, Music",2022,tt4586828,5.7,1053,
"The Quintessential Quintuplets Movie",movie,"Animation, Comedy, Drama",2022,tt15721650,7.3,2622,
"Good Morning",movie,Drama,2022,tt20779376,8.3,15,
"Downton Abbey: A New Era",movie,"Drama, Romance",2022,tt11703710,7.4,34648,
Audible,movie,"Documentary, Short, Sport",2021,tt12771540,6.7,2691,
"After Everything",movie,"Drama, Romance",2023,tt15334488,4.7,10277,
"Paper & Glue",movie,"Biography, Documentary",2021,tt14488886,8.2,458,
"King of Prison 2: The Prison War",movie,Action,2021,tt14211718,,,
"A Tale of Love and Desire",movie,"Drama, Romance",2021,tt12077970,6.6,1238,
"The Good Boss",movie,"Comedy, Drama",2021,tt13066182,7.1,15622,
"Shadow and Bone",movie,Talk-Show,2021,tt14515582,5.3,52,
"Seven Souls in the Skull Castle: Season Bird",movie,Drama,2019,tt15127866,6.4,12,
"Motu Patlu: Dino Invasion",movie,"Adventure, Animation, Comedy",2018,tt20835872,3.5,13,
"Motu Patlu in Octopus World",movie,"Adventure, Animation, Comedy",2017,tt20784884,4.4,11,
"Motu Patlu & Robo Kids",movie,"Action, Animation, Comedy",2019,tt20872624,7.9,23,
"Rudra: Secret of the Black Moon",movie,,,,,,
"Keymon and Nani in Space Adventure",movie,Adventure,2012,tt32628681,7.1,8,
Persuasion,movie,"Drama, Romance",2022,tt13456318,5.8,37935,
"Wave of Cinema: Filosofi Kopi",movie,"Documentary, Music",2020,,,,
Jaadugar,movie,"Comedy, Drama, Fantasy",2022,tt13793230,6.8,11938,
HollyBlood,movie,"Comedy, Fantasy, Horror",2022,tt14210720,4.5,1315,
"Catch the Fair One",movie,"Crime, Thriller",2021,tt11304504,6.3,2627,
"The Novice",movie,"Drama, Sport",2021,tt11131464,6.5,7492,
"Queen of Glory",movie,Comedy,2021,tt3890456,6.5,439,
"All My Friends Hate Me",movie,"Comedy, Horror",2021,tt9340892,6.3,7032,
"Last Film Show",movie,Drama,2021,tt9681686,7.4,4673,
"Dear Imamku",movie,"Drama, Romance",2021,tt14579998,7.2,21,
Cracked,movie,"Horror, Thriller",2022,tt18362996,5.1,592,
Promises,movie,"Drama, Romance",2021,tt10042788,5.3,477,
"The Swimmers",movie,"Biography, Drama, Sport",2022,tt8745676,7.4,38654,
"578 Magnum",movie,"Action, Drama",2022,tt13899926,4.1,934,
"The Lost Leonardo",movie,"Documentary, Mystery",2021,tt11225756,7.5,3039,
"Like a Rolling Stone: The Life & Times of Ben Fong-Torres",movie,Documentary,2022,tt9660510,7.3,490,
"Two Boys and A Mermaid",movie,Drama,2015,tt12321728,4.8,7,
"Hari yang Dijanjikan",movie,Drama,2021,tt14632036,7.1,31,
"Mireille and the Others",movie,Drama,1979,tt0257921,4.9,37,
"Soy Rada: Serendipity",movie,Comedy,2021,tt14540480,6,91,
"Cicliste per Caso - Grizzly Tour",movie,"Adventure, Documentary",2020,tt13307450,5.7,192,
"Beautiful They",movie,"Drama, Short",2021,tt11305914,6.8,84,
"To Leslie",movie,Drama,2022,tt8129806,7.1,18747,
"Kongsuni the Movie : Toy World Adventure",movie,Animation,2021,,,,
"The Knower",movie,"Action, Crime, Thriller",2021,tt11778144,6.2,2177,
"The Baker",movie,"Action, Crime, Drama",2022,tt3917710,5.9,3437,
"Good on Paper",movie,"Comedy, Romance",2021,tt8231668,5.6,14634,
"Dream Scenario",movie,"Comedy, Drama, Fantasy",2023,tt21942866,6.8,84888,
Lifeline,movie,"Drama, Thriller",2021,tt13873466,6,33,
"Seal Team",movie,"Action, Animation, Comedy",2021,tt8456190,5.6,1934,
"Kurz manzelské touhy",movie,"Comedy, Drama",2021,tt14204894,5.1,112,
Blacklight,movie,"Action, Drama, Thriller",2022,tt14060094,4.8,26809,
"The Last Race",movie,"Biography, Drama, Sport",2022,tt13275560,7,274,
"Po cem muzi touzí 2",movie,"Comedy, Fantasy",2022,tt14565166,5.4,170,
"Bo Burnham: Inside",movie,"Comedy, Documentary, Drama",2021,tt14544192,8.6,57247,
"The Wonder",movie,"Drama, Mystery, Thriller",2022,tt9288822,6.6,46971,
"I Am All Girls",movie,"Crime, Drama, Mystery",2021,tt9013182,6,7642,
November,movie,"Crime, Drama, Thriller",2022,tt14542254,6.7,7035,
Ribbon,movie,Drama,2021,tt14703070,6.2,72,
"Our Nature",movie,Short,2021,tt14543964,7,32,
"Sugar High",movie,Reality-TV,2020,tt12806000,7.2,235,
"Easter Sunday",movie,Comedy,2022,tt11952606,5.3,2942,
"What Did You Eat Yesterday?",movie,"Comedy, Drama, Romance",2021,tt14865506,7.1,572,
"Il Diavolo E L'acqua Santa",movie,,1983,,,,
"Cinema Bandi",movie,"Comedy, Drama",2021,tt14554338,7.8,3247,
"Motu Patlu in Dragon World",movie,"Adventure, Animation, Comedy",2017,tt20783648,4.5,14,
"Motu Patlu in Wonderland",movie,Animation,2013,tt20602440,6.4,18,
"Motu Patlu: Deep Sea Adventure",movie,"Adventure, Family, Comedy",2014,,,,
"Motu Patlu: Mission Moon",movie,"Adventure, Animation, Comedy",2018,tt20764708,7.2,20,
"The Game",movie,"Action, Adventure, Animation",2013,tt7670556,,,
"Motu Patlu Aur Khazaane Ki Race",movie,"Action, Animation, Comedy",2015,tt20765946,8.3,18,
"Not Me",movie,"Comedy, Drama, Fantasy",2021,tt11829142,5.2,1685,
"Are You Lonesome Tonight?",movie,"Crime, Drama, Mystery",2021,tt8519380,6.3,886,
"A Light Never Goes Out",movie,Drama,2022,tt14071600,6.3,409,
"Nail Bomber: Manhunt",movie,"Crime, Documentary, History",2021,tt12939812,6.3,2616,
"The Upshaws - The Afterparty",movie,,2021,,,,
"Together Free",movie,Documentary,2021,tt19033556,6.5,108,
"See for Me",movie,"Crime, Drama, Horror",2021,tt11209212,5.8,7998,
"L'Histoire secrète de la Résistance",movie,"War, History, Documentary",2021,,,,
"Hell's Garden",movie,"Action, Comedy",2021,tt14605182,6.3,341,
"The Perfect Family",movie,Comedy,2021,tt11924738,5.4,3330,
"A Violent Man",movie,"Crime, Drama",2021,tt12708382,5,930,
Buffoon,movie,Drama,2022,tt14391226,5,322,
"The Railway Children Return",movie,"Adventure, Drama, Family",2022,tt14592998,5.6,1683,
"The Blood of Wolves II",movie,"Crime, Drama",2021,tt13514232,6.7,870,
Intolerance,movie,Drama,2021,tt14605258,7.2,637,
Blue,movie,"Drama, Sport",2021,tt14611910,6.6,455,
"Three Songs for Benazir",movie,"Documentary, Short",2021,tt14608922,6.3,3023,
Fortress,movie,"Action, Thriller",2021,tt14577300,3.3,5976,
"The Circle: The Afterparty",movie,"Documentary, TV Movie",2021,,,,
"Mommy Issues",movie,Comedy,2021,tt14880428,5.3,54,
"Ahmad Notirdam",movie,"Comedy, Fantasy, Horror",2021,tt13148804,4.7,696,
Land,movie,Documentary,2021,tt15342012,6.2,5,
"Hail, Driver!",movie,"Crime, Drama, Romance",2020,tt13326742,6.8,172,
"Only Fools Rush In",movie,"Action, Comedy, Drama",2022,tt14509614,5.5,438,
"Breaking Boundaries: The Science of Our Planet",movie,Documentary,2021,tt14539726,7.7,3432,
"Il sesso degli angeli",movie,Comedy,2022,tt10964096,5,443,
"The Turning Point",movie,"Crime, Drama",2021,tt14140844,6.3,1009,
"Jackass 4.5",movie,"Action, Comedy, Documentary",2022,tt18258584,6.5,14837,
"Meenakshi Sundareshwar",movie,"Comedy, Romance",2021,tt13529034,6.7,18727,
"Royal Space Force",movie,"Animation, Sci-Fi, Short",1985,tt30810166,,,
"Sam Smith Live at Abbey Road Studios",movie,Music,2020,tt13327240,7.5,228,
"Enola Holmes 2",movie,"Action, Adventure, Crime",2022,tt14641788,6.8,110177,
"Mafia is Cose Nostre",movie,Documentary,2019,,,,
"Ultraman: Rising",movie,"Action, Adventure, Animation",2024,tt9471678,6.9,6417,
Ahaan,movie,"Comedy, Drama",2019,tt10833732,7,391,
"Days Before the Millennium",movie,Drama,2021,tt15446628,4.9,25,
"Somewhere in Queens",movie,"Comedy, Drama, Sport",2022,tt14097180,6.8,5972,
"India favolosa",movie,Documentary,1954,tt0047116,7.1,55,
"Angeli del mare: Sea Angels",movie,Documentary,2018,tt7988238,6.3,7,
"The Lesser Caucasus - Between Ararat and the Caspian Sea",movie,Documentary,2016,tt15380488,6.8,44,
"Palazzo Vecchio: Una storia di arte e di potere",movie,"Documentary, History",2018,tt8885618,6.5,142,
"Francesco: un anno di pontificato",movie,"Documentary, Short",2014,tt6186706,6.7,13,
"Murder by the Coast",movie,"Crime, Documentary, History",2021,tt13323092,6.5,2656,
"The Miracle Club",movie,"Comedy, Drama",2023,tt12712604,6.4,7369,
"Lyle, Lyle, Crocodile",movie,"Adventure, Comedy, Family",2022,tt14668630,6.1,16918,
"The Invitation",movie,"Horror, Thriller",2022,tt12873562,5.3,38121,
"Love Will Tear Us Apart",movie,Romance,2021,tt14546082,6.4,451,
Vivere,movie,Short,2001,tt0344532,6.4,45,
"The Midnight Maiden War",movie,Drama,2022,tt14323080,5.4,96,
"Mom Is Pregnant",movie,Comedy,2021,tt14735160,5.5,1227,
"Fellini - I Am a Clown",movie,Documentary,2020,tt13593114,5.9,82,
"Envoy: Shark Cull",movie,Documentary,2021,tt12181374,7.7,294,
Miasto,movie,Crime,2021,tt11912472,3.9,91,
"Saving Bikini Bottom: The Sandy Cheeks Movie",movie,"Adventure, Animation, Comedy",2024,tt23063732,3.7,3914,
Interceptor,movie,"Action, Adventure, Drama",2022,tt14174940,4.7,28453,
"Creating an Army of the Dead",movie,"Documentary, Short",2021,tt22942650,6.4,38,
"Between Us",movie,"Drama, Thriller",2021,tt15331466,5.9,228,
"Friday Night Dinner: 10 Years and a Lovely Bit of Squirrel",movie,"Comedy, Documentary",2021,tt13853162,8,251,
"Four to Dinner",movie,"Comedy, Romance",2022,tt14247286,6.3,3997,
"Stealing Raden Saleh",movie,"Action, Crime, Drama",2022,tt13484872,7.3,3339,
"Sumôdô: Samurai o tsugumono-tachi",movie,"Documentary, Sport",2020,tt14611980,6.7,115,
"A Girl and a Guy",movie,"Comedy, Romance",2021,tt14992902,5.1,240,
Karmalink,movie,"Drama, Sci-Fi",2021,tt10396450,6.1,236,
"Perfect Strangers",movie,"Comedy, Drama, Romance",2022,tt11112784,5.8,5597,
