title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Himmat Aur Mehanat",movie,"Action, Comedy, Drama",1987,tt0154589,5.3,71,
"Kaanoon Ki Awaaz",movie,"Action, Crime",1989,tt0378177,8.4,44,
"Main Aur Mera Hathi",movie,"Action, Drama",1981,tt0371809,6.9,50,
"Paraya Ghar",movie,"Drama, Family",1989,tt0232276,6.2,41,
"Prem Tapasya",movie,"Drama, Romance",1983,tt0262703,5.8,43,
"Rajoo Dada",movie,Action,1992,tt2437560,3.2,11,
"Tera Karam Mera Dharam",movie,Romance,1987,tt2619696,,,
"Teri Payal Mere Geet",movie,"Drama, Romance",1993,tt0424489,5.6,51,
"That Man in the Picture",movie,"Crime, Drama, Short",2018,tt9376752,8.8,73,
Tilak,movie,Action,1992,tt0963204,6,13,
"Zulm Ki Zanjeer",movie,,1989,,,,
"Going to Pot: The High & Low of It",movie,Documentary,2021,tt11379380,6.4,73,
"Downton Abbey: A New Era",movie,"Drama, Romance",2022,tt11703710,7.4,34648,
"The Beatles and India",movie,"Documentary, Music",2021,tt14736144,6.5,563,
"So Vam",movie,"Drama, Horror",2021,tt14489988,4.5,183,
"Envy: Seven Deadly Sins",movie,Drama,2021,tt9145532,5.9,248,
"Red Island",movie,Drama,2023,tt13846540,5.9,705,
"The Good Boss",movie,"Comedy, Drama",2021,tt13066182,7.1,15622,
"Hidden Russia",movie,,2020,,,,
"Hidden Japan",movie,Documentary,2020,,,,
"Saving Paradise",movie,"Drama, Romance",2021,tt3982212,6.3,490,
Poser,movie,"Drama, Music",2021,tt11175956,5.9,637,
"God's Waiting Room",movie,Drama,2022,tt12262324,5.7,100,
"Women's Territory",movie,Documentary,2021,,,,
"Heute stirbt hier (K)ainer",movie,"Comedy, Crime, Drama",2021,tt13501774,6.4,152,
"Secrets on Sorority Row",movie,"Drama, Mystery, Thriller",2021,tt13716060,5.2,191,
"The Retreat",movie,"Horror, Thriller",2021,tt11392272,4.9,2027,
"Catch the Fair One",movie,"Crime, Thriller",2021,tt11304504,6.3,2627,
"The Novice",movie,"Drama, Sport",2021,tt11131464,6.5,7492,
"Queen of Glory",movie,Comedy,2021,tt3890456,6.5,439,
"All My Friends Hate Me",movie,"Comedy, Horror",2021,tt9340892,6.3,7032,
Shapeless,movie,"Drama, Horror",2021,tt9154818,3.9,214,
"To Catch a Spy",movie,Mystery,2021,tt14500264,6.1,1342,
Paint,movie,"Comedy, Drama",2023,tt14472156,5,5996,
"Space Smash",movie,Documentary,2018,tt14081864,6.8,15,
"The One and Only Dick Gregory",movie,Documentary,2021,tt4829936,7.9,511,
"Fragile Heart (The Movie)",movie,"Drama, Romance",2022,tt11136662,6.8,85,
"Building a Bridge",movie,Documentary,2021,tt14463838,7,136,
"The Lost Leonardo",movie,"Documentary, Mystery",2021,tt11225756,7.5,3039,
"Bitchin': The Sound and Fury of Rick James",movie,"Documentary, Music",2021,tt14622962,7.3,750,
Ascension,movie,Documentary,2021,tt14505430,7,4355,
"Southern Gospel",movie,"Biography, Drama, Music",2023,tt11932678,5.2,634,
Coded,movie,"Animation, Biography, Documentary",2021,tt14507128,7.4,336,
"Anokha Milan",movie,Drama,1972,tt0499182,6.9,29,
"By Duty Bound",movie,"Crime, Drama, Mystery",1995,tt0113404,7.4,131,
"Meet the Mustelids",movie,Documentary,2020,,,,
"Mohabbat Ki Aag",movie,"Drama, Romance",1997,tt0368870,4.2,19,
"National Champions",movie,"Drama, Sport",2021,tt14547524,5.7,2060,
"Dream Scenario",movie,"Comedy, Drama, Fantasy",2023,tt21942866,6.8,84888,
"Out of Darkness",movie,"Horror, Thriller",2022,tt7527682,5.5,7270,
"Young Warriors",movie,"Adventure, Family",2021,,,,
"Ek Aur Sikander",movie,"Action, Drama",1986,tt0827765,7,33,
"Mujhe Insaaf Chahiye",movie,"Drama, Romance",1983,tt0260207,6.7,65,
Blacklight,movie,"Action, Drama, Thriller",2022,tt14060094,4.8,26809,
"My Husband's Killer Girlfriend",movie,Thriller,2021,tt14501740,5.6,352,
"Easter Sunday",movie,Comedy,2022,tt11952606,5.3,2942,
Goldjungs,movie,"Comedy, Drama, History",2021,tt11525918,6.5,261,
"Badra Kali",movie,,1976,tt0273450,6.2,19,
"Each and Every Day",movie,Documentary,2021,tt14068502,6.5,32,
"Bretonische Spezialitäten",movie,"Crime, Drama, Mystery",2021,tt13280304,6.2,69,
"Asking for It",movie,Thriller,2021,tt14850172,3.7,1029,
"Revealed: The Hunt for Bin Laden",movie,Documentary,2021,tt14574560,6.5,200,
"See for Me",movie,"Crime, Drama, Horror",2021,tt11209212,5.8,7998,
"L'Histoire secrète de la Résistance",movie,"War, History, Documentary",2021,,,,
"A Violent Man",movie,"Crime, Drama",2021,tt12708382,5,930,
"Wrapped Up in Love",movie,"Comedy, Family, Romance",2021,tt14587370,5.5,471,
"The Last Persian Shah",movie,Documentary,2019,tt14082346,7.2,97,
Eternity,movie,Drama,2020,tt9739416,5.6,75,
"Favorite Son",movie,Drama,2021,tt13891980,6.4,225,
Fortress,movie,"Action, Thriller",2021,tt14577300,3.3,5976,
Help,movie,Drama,2021,tt13649036,7.6,12945,
"Die Streunerin",movie,"Comedy, Drama",2021,tt13822824,6,24,
"Operation Miethai",movie,"Comedy, Drama",2021,tt14443444,5.3,25,
"Spin Me Round",movie,"Comedy, Romance",2022,tt14596320,5.2,6488,
"God's Creatures",movie,Drama,2022,tt10375396,6,3925,
"A Bridesmaid in Love",movie,"Comedy, Romance",2022,tt14621156,5.8,461,
"Cheap Thrills",movie,Drama,2021,,,,
"Beavis and Butt-Head Do the Universe",movie,"Animation, Comedy, Sci-Fi",2022,tt14145426,7,14049,
"Night Shift",movie,"Horror, Thriller",2023,tt13380324,5.4,3321,
Sick,movie,"Horror, Mystery, Thriller",2022,tt14642626,6,22850,
"Der Waffendeal",movie,"Crime, Drama, Thriller",2021,tt14094276,7.1,115,
"China Doll - A Many Splendored Queen",movie,"Documentary, Short",2021,tt9515208,,,
"The Elevator",movie,"Horror, Mystery, Short",2021,tt14552092,6.9,8,
"Rainforest Home",movie,Documentary,2020,,,,
"Paradise City",movie,"Action, Thriller",2022,tt14656632,3.7,4701,
"Rhapsody of Love",movie,"Comedy, Romance",2021,tt10854954,4.5,159,
"Revenge Delivered",movie,Thriller,2021,tt14486034,5.6,205,
"Making Tracks on Mars",movie,Documentary,2021,tt14416044,7.2,12,
"Bangaarada Panjara",movie,Comedy,1973,tt1407940,8.4,125,
"Pet Sematary: Bloodlines",movie,"Fantasy, Horror",2023,tt14145436,4.6,13102,
"Gone Mom",movie,"Crime, Drama",2021,tt14490832,6.2,869,
"Soccer Mom Madam",movie,Drama,2021,tt14490878,5.5,484,
"Les grands espaces de l'Ouest Américain",movie,Documentary,2009,,,,
"Aboard Air Force One",movie,Documentary,2020,,,,
"The Seed",movie,"Comedy, Horror, Sci-Fi",2021,tt12449586,4.8,2443,
"The Last Chapter",movie,Drama,2019,,,,
"Shadow of the Bear",movie,"Adventure, Drama, Family",1997,tt0207090,5.9,61,
"Infected 2030",movie,"Drama, Short",2021,tt14667580,7.4,29,
"Extravagantly Ordinary Night",movie,"Animation, Short",2020,tt15449592,,,
"Dung Dynasty",movie,Documentary,2020,,,,
"Moto Pups: Pups vs. the Ruff-Ruff Pack",movie,"Adventure, Animation, Comedy",2021,tt13624242,5.2,14,
"The Conservation Game",movie,"Crime, Documentary",2021,tt14207592,7.3,248,
"Namma Makkalu",movie,Drama,1969,tt0263774,,,
"Hack the Moon: Unsung Heroes of Apollo",movie,Documentary,2019,,,,
"Third Reich: The Rise & Fall",movie,"Documentary, History, War",2010,tt1855924,8.3,1256,
Juniper,movie,Drama,2021,tt11599576,6.5,2091,
"Office #thebrightesthorrorfilm",movie,Horror,2017,tt7606826,5.3,17,
"Planes, Cranes and Rockets",movie,Documentary,2013,tt4396508,5.8,13,
"Bloody Oranges",movie,"Comedy, Crime, Drama",2021,tt13274576,6.4,1311,
"SEAL Dog",movie,Documentary,2015,tt6101690,7.4,69,
"Even in Dreams",movie,Family,2021,tt11827282,6.9,77,
Remembranza,movie,,2021,,,,
"R.I.P. T-Shirts",movie,Short,2021,tt14845302,6.9,33,
"This is Gwar",movie,"Documentary, Music",2021,tt12104436,7.7,774,
"Deadly Misconduct",movie,Thriller,2021,tt13883320,4.8,218,
"In particular, barbara findlay",movie,Documentary,2015,tt4725118,,,
Poppy,movie,"Comedy, Drama, Romance",2021,tt14617732,7.1,143,
"First Love",movie,Romance,2022,tt14726510,4.8,2038,
"The Making of David Attenborough's Ant Mountain",movie,,2018,,,,
"Narada Vijaya",movie,"Drama, Fantasy, Thriller",1980,tt1389533,7.7,65,
"The Exorcism of God",movie,"Drama, Horror, Thriller",2021,tt10362566,5.3,5815,
"JFK Revisited: Through the Looking Glass",movie,"Documentary, History",2021,tt11173544,7.5,4645,
"Burj Khalifa: Dubai's Vertical City",movie,Documentary,2011,tt4890496,5,56,
"Mission: Joy - Finding Happiness in Troubled Times",movie,Documentary,2021,tt14779306,8,468,
Explant,movie,Documentary,2021,tt14892064,6.9,123,
"Who Are You, Charlie Brown?",movie,"Animation, Biography, Documentary",2021,tt14784858,7.1,730,
Meen,movie,,1980,tt0318438,6.6,19,
Together,movie,"Comedy, Drama, Romance",2021,tt14640242,6.2,5144,
"The Inspection",movie,Drama,2022,tt13495458,6.7,5660,
"A Night of Knowing Nothing",movie,Documentary,2021,tt14812784,7.3,644,
Murina,movie,Drama,2021,tt8434110,6.8,3605,
"Snowed in for Christmas",movie,Romance,2021,tt14256092,6.2,923,
"Scattered People",movie,"Documentary, Music",2021,,,,
"Mystery Signal From Space",movie,Documentary,2018,,,,
"Infinite Rainbows",movie,Documentary,2018,,,,
"Migrations: Frequent Flyers",movie,Documentary,2020,,,,
"DOMINO: Battle of the Bones",movie,Comedy,2021,tt10160896,3.8,334,
"Left for Dead: The Ashley Reeves Story",movie,"Drama, Thriller",2021,tt14490908,6.2,712,
"Berlin: Hasenheide",movie,Documentary,2010,tt1744582,5.2,7,
Playback,movie,Documentary,2012,tt2613286,6.1,19,
Sisu,movie,"Action, War",2022,tt14846026,6.9,95620,
"Crashing Through the Snow",movie,"Comedy, Drama, Romance",2021,tt14809392,7.1,1640,
"Love, for Real",movie,"Comedy, Romance",2021,tt14885506,6.5,856,
"Sweet Revenge: A Hannah Swensen Mystery",movie,"Crime, Mystery",2021,tt14617098,7,1054,
"Orient Express: A Train Writes History",movie,"Documentary, History",2020,,,,
"Kal Hamara Hai",movie,"Crime, Drama, Romance",1959,tt0134757,7.2,29,
Stopmotion,movie,"Horror, Thriller",2023,tt14852624,5.6,9941,
Cambalache,movie,Comedy,2017,tt7174806,7.6,9,
"Break Every Chain",movie,"Biography, Drama",2021,tt13352838,6.4,1262,
"Barof 2019",movie,Drama,2019,tt10005864,6.7,19,
Megalomaniac,movie,Horror,2022,tt10916810,5.5,1408,
"Lost Outlaw",movie,"Drama, Western",2021,tt4827896,3.9,137,
Saanjh,movie,"Drama, Family",2017,tt5008256,8.1,203,
"14 Days",movie,Drama,2021,tt16293668,6.7,69,
"Roadhouse Romance",movie,"Drama, Romance",2021,tt8957414,6.8,1558,
Bandit,movie,"Crime, Drama, Thriller",2022,tt9853500,6.4,15364,
Supercell,movie,"Action, Adventure, Drama",2023,tt10559102,4.4,3739,
"Good Juju Live",movie,Music,2021,tt13622610,,,
Chauhar,movie,Drama,2017,tt6359454,7.5,19,
"Dead for a Dollar",movie,"Action, Drama, Western",2022,tt14895206,5.4,7206,
"Cat Person",movie,"Comedy, Drama, Mystery",2023,tt14647404,6,7545,
"Wolves of War",movie,"Action, Thriller, War",2022,tt14618028,3.9,732,
"Josh Johnson: # (Hashtag)",movie,Comedy,2021,tt13085836,6,140,
"Rose West: Born Evil?",movie,"Biography, Crime, Documentary",2021,tt14686516,6.3,250,
"Something in the Dirt",movie,"Comedy, Horror, Mystery",2022,tt14895716,5.8,6025,
"White Elephant",movie,"Action, Thriller",2022,tt14686544,4.5,5372,
"Cradle Did Fall",movie,Drama,2021,tt14490946,5,197,
"Butcher's Crossing",movie,"Adventure, Drama, Western",2022,tt1462759,5.6,6454,
"Jerry and Marge Go Large",movie,"Biography, Comedy, Drama",2022,tt8323668,6.9,30559,
Manodrome,movie,"Drama, Thriller",2023,tt14813150,4.7,3484,
"Beyond the Wasteland",movie,Documentary,2022,tt10601948,6.3,158,
Santaman,movie,"Adventure, Animation, Family",2022,tt14915904,4.1,105,
"The Friendship Game",movie,"Horror, Sci-Fi",2022,tt7339862,3.2,1598,
Princess,movie,Drama,2021,tt13149470,7.6,86,
"The Piper",movie,"Horror, Music, Mystery",2023,tt14197038,4.6,1578,
Jhoola,movie,"Drama, Family",1962,tt0056120,5.7,22,
Baghead,movie,"Horror, Mystery",2023,tt14030816,5.4,14029,
"Aurora Teagarden Mysteries: Honeymoon, Honeymurder",movie,Mystery,2021,tt14147550,6.8,938,
"The Crusades",movie,"Comedy, Drama",2023,tt14827898,4.5,321,
Catcalls,movie,Animation,2021,,,,
"True to the Game 3",movie,"Crime, Romance, Thriller",2021,tt14418138,5.2,373,
Margaux,movie,"Horror, Sci-Fi, Thriller",2022,tt14967618,4.5,5849,
"Mad God",movie,"Animation, Fantasy, Horror",2021,tt15090124,6.8,17788,
Rampart,movie,Documentary,2021,tt15113042,7.9,48,
"One True Loves",movie,"Comedy, Drama, Romance",2023,tt14770620,5.5,3092,
"The 27-Hour Day",movie,"Comedy, Romance",2021,tt14632158,6.7,1639,
"Mystery 101: Deadly History",movie,"TV Movie, Crime, Mystery",2021,tt14951396,7.3,994,
"Sealed with a Kiss: Wedding March 6",movie,Romance,2021,tt15117586,5.9,374,
Piggy,movie,"Drama, Horror, Thriller",2022,tt10399608,6.2,14929,
Delivered,movie,Drama,2021,tt13064280,6.7,453,
"Jurassic Hunt",movie,"Adventure, Sci-Fi, Thriller",2021,tt14442328,2.5,573,
"Honk for Jesus. Save Your Soul.",movie,Comedy,2022,tt12655436,5.3,4412,
Suryaputrulu,movie,"Action, Drama",1996,tt0267964,7.9,19,
Flowing,movie,"Horror, Thriller",2022,tt11999966,6,609,
Argylle,movie,"Action, Comedy, Thriller",2024,tt15009428,5.6,92866,
"Flux Gourmet",movie,"Comedy, Drama, Horror",2022,tt15010292,5.8,3455,
Hellbender,movie,Horror,2021,tt14905650,5.8,7319,
Outpost,movie,Horror,2022,tt11573276,4.6,973,
"Saturn Bowling",movie,"Drama, Thriller",2022,tt15012246,5.9,595,
"9/11: Inside the President's War Room",movie,"Documentary, History",2021,tt15010478,7.5,4184,
"A Little Daytime Drama",movie,"Comedy, Romance",2021,tt14833702,6.4,1228,
"Sweet Pecan Summer",movie,"Comedy, Drama, Family",2021,tt15202038,6.3,1023,
Superhost,movie,"Comedy, Horror, Thriller",2021,tt13309978,5.5,5011,
"Polar Bears",movie,Documentary,2020,tt15274910,5.3,9,
"Fire Island",movie,"Horror, Thriller",2023,tt14074936,2.7,554,
"Fixing Up Christmas",movie,"Comedy, Romance",2021,tt15205728,5.9,618,
"Lethal Love Triangle",movie,"Crime, Drama, Romance",2021,tt13635528,5.3,244,
"Killer Profile",movie,Thriller,2021,tt14925556,5.4,218,
"List of a Lifetime",movie,Drama,2021,tt14321910,6.5,186,
"Joey and Ella",movie,Family,2021,tt11465676,4.7,210,
"Framed by My Husband",movie,Thriller,2021,tt14288012,5.1,207,
"Alice, Darling",movie,"Drama, Mystery, Romance",2022,tt11687104,5.6,13270,
"The Iron Claw",movie,"Biography, Drama, Sport",2023,tt21064584,7.6,104521,
"Jordan Klepper Fingers the Pulse: Into the MAGAverse",movie,Comedy,2021,tt14483446,8.2,54,
"World's Most Dangerous Shark",movie,Documentary,2021,tt14811630,5.8,46,
"Waiting for Bojangles",movie,"Comedy, Drama, Romance",2021,tt11310608,6.4,2366,
"American Insurrection",movie,"Action, Drama",2021,tt11737466,3.2,1732,
"Vaxxed Nation",movie,Documentary,2021,,,,
"Nobody Will Believe You",movie,"Drama, Thriller",2021,tt14336088,4.7,280,
"The Accursed",movie,Horror,2022,tt14617254,4.2,1693,
"Green Flake",movie,"Drama, Western",2020,tt9535160,6.5,100,
"Lockdown Tower",movie,"Drama, Fantasy, Horror",2022,tt15152316,4.7,1123,
Mastemah,movie,"Horror, Thriller",2022,tt14471774,4.3,607,
"Final Cut",movie,"Comedy, Horror",2022,tt14317880,6.4,5202,
Runner,movie,"Drama, Romance, Thriller",2021,tt9348578,6.5,488,
"She Will",movie,"Drama, Horror, Mystery",2021,tt9340916,5.4,3528,
"I Am the Abyss",movie,Thriller,2022,tt15823126,5.5,758,
"The Righteous",movie,"Drama, Horror, Mystery",2021,tt11378426,5.9,874,
"Bad Blood",movie,Horror,2021,tt12628280,3.2,160,
"Summertime Dropouts",movie,"Comedy, Family",2021,tt6666116,5.2,88,
"Amy Winehouse & Me: Dionne's Story",movie,Documentary,2021,tt15445772,6.2,22,
Jane,movie,Thriller,2022,tt15040500,4.9,888,
"The Real Camilla - HRH The Duchess of Cornwall",movie,,2018,,,,
"The Picture of Christmas",movie,"Comedy, Family, Romance",2021,tt14074562,6,546,
"Christmas in Washington",movie,Romance,2021,tt14502376,5.6,574,
Till,movie,"Biography, Crime, Drama",2022,tt4960748,7.2,16847,
"The Hole in the Fence",movie,"Drama, Thriller",2021,tt12579120,6.2,528,
"Rise of the Footsoldier: Origins",movie,"Action, Crime, Drama",2021,tt12982370,5.8,3769,
"Honest to God",movie,Comedy,2022,tt10430844,4.7,80,
"Arme Ritter",movie,Drama,2018,tt9110804,,,
Scarborough,movie,Drama,2021,tt12890988,7.2,506,
"A Thousand and One",movie,"Crime, Drama",2023,tt12427158,7,8201,
"Jungle Cry",movie,"Drama, Sport",2022,tt9319826,7.2,5986,
"Sweet as Maple Syrup",movie,"Comedy, Romance",2022,tt14250266,6.6,394,
"The Secret Sauce",movie,"Comedy, Romance",2021,tt14489062,6.5,431,
"Our Ghosts",movie,"Comedy, Drama",2021,tt14549988,6.1,154,
Wildhood,movie,"Drama, Romance",2021,tt11795652,7,1939,
"The Wedding of the Century",movie,Documentary,2021,tt15079062,7.6,28,
"Waking Up to Danger",movie,Thriller,2021,tt15197574,5.4,139,
"Written in the Stars",movie,"Comedy, Romance",2021,tt14488426,6,169,
"When Love Blooms",movie,"Comedy, Romance",2021,tt14717110,5.9,206,
"Hands Up",movie,"Crime, Drama",2021,tt11851884,2.7,193,
Attica,movie,"Documentary, History",2021,tt12482898,7.5,3217,
Saloum,movie,"Action, Horror, Thriller",2021,tt10756184,6.2,3269,
"Human Resources",movie,"Horror, Mystery, Thriller",2021,tt9085008,4.1,1204,
"Show Me the Father",movie,"Documentary, Drama",2021,tt14769324,6.9,587,
"Alone with You",movie,"Horror, Thriller",2021,tt15040634,4.8,734,
"Raise a Glass to Love",movie,"Comedy, Drama, Romance",2021,tt15209944,6.9,1284,
"Taking the Reins",movie,"Comedy, Drama, Romance",2021,tt15112934,6.3,1221,
"Redemption in Cherry Springs",movie,Mystery,2021,tt14913290,6.1,649,
"One Summer",movie,"Drama, Mystery, Romance",2021,tt15208950,7.1,1314,
"Rise and Shine, Benedict Stone",movie,Drama,2021,tt14940196,6.8,641,
"Mozart: Don Giovanni",movie,Music,2021,,,,
"Hold Your Fire",movie,"Crime, Documentary, History",2021,tt15196796,6.8,297,
"The Magnificent Meyersons",movie,Drama,2023,tt8293590,4.7,144,
"William The Conqueror",movie,"Documentary, History, Drama",2015,,,,
"Catch the Bullet",movie,Western,2021,tt11833710,3.1,699,
Minore,movie,"Comedy, Fantasy, Horror",2023,tt5620978,5.5,258,
"Killing the Shepherd",movie,Documentary,2021,tt14023170,7.4,15,
"Love Strikes Twice",movie,"Comedy, Mystery, Romance",2021,tt15209000,6.9,1500,
"South Beach Love",movie,"Comedy, Drama, Romance",2021,tt15214710,6,1121,
"The Vows We Keep",movie,"Drama, Romance",2021,tt15214826,6.2,669,
"Signed, Sealed, Delivered: The Vows We Have Made",movie,"Comedy, Drama, Mystery",2021,tt15214870,8.1,1063,
"Stephen Curry: Underrated",movie,"Biography, Documentary, Sport",2023,tt15210256,7.3,4777,
"Good Madam",movie,Horror,2021,tt13622884,5.2,507,
Padmavyooham,movie,,1973,tt0277210,4.6,11,
"Just Another Day",movie,Drama,2009,,,,
"The Accursed",movie,"Drama, Horror, Mystery",2021,tt5737388,4.3,7098,
"Detainee 001",movie,Documentary,2021,tt10405532,6.3,204,
"Fighting for Lincoln: The Wide Awakes",movie,History,2020,tt14348814,,,
"The Interpol Case",movie,Documentary,2018,tt13132030,6.4,7,
Pirates,movie,Comedy,2021,tt11918288,5.6,947,
"Boris Karloff: The Man Behind the Monster",movie,"Biography, Documentary",2021,tt8702244,7.6,437,
"Bar Fight!",movie,Comedy,2022,tt15250656,4.7,720,
"Sorry About the Demon",movie,"Comedy, Horror",2022,tt15262634,5,882,
"Bid for Love",movie,Drama,2022,tt14035054,5,157,
"Horror Noire",movie,Horror,2021,tt15132736,5.2,760,
"The Wimbledon Kidnapping",movie,"Crime, Documentary",2021,tt13031148,5.8,120,
"Joy Ride",movie,Comedy,2023,tt15268244,6.4,27094,
"Unidentified Objects",movie,"Comedy, Drama, Sci-Fi",2022,tt12850216,6.3,309,
"Manmadha Leelai",movie,"Comedy, Romance, Thriller",2022,tt19265480,6,965,
Planetário,movie,Short,2021,tt15393770,,,
"The Road Dance",movie,Drama,2021,tt11332484,7.1,1929,
"Chappala Channigaraya",movie,,1990,tt1332499,6.4,6,
"Good Mourning",movie,Comedy,2022,tt15331186,3.1,2746,
Biosphere,movie,"Comedy, Drama, Fantasy",2022,tt15301000,5.5,2809,
"Apache Junction",movie,"Action, Adventure, Crime",2021,tt13924672,3.9,700,
"Quarantine for Two",movie,Romance,2021,tt14818550,6.5,77,
"Shiva Shankar",movie,,1990,tt1332605,6.2,21,
"Giri Baale",movie,,1985,tt14828416,,,
"Advice to Love By",movie,"Drama, Romance",2021,tt15215420,5.8,454,
"A Christmas Treasure",movie,"Drama, Romance",2021,tt15042590,5.8,726,
"Sister Swap: A Hometown Holiday",movie,Romance,2021,tt6540706,6.2,1664,
"Sister Swap: Christmas in the City",movie,"Comedy, Romance",2021,tt6540724,5.9,1256,
"Une Soirée Inoubliable",movie,Comedy,2021,,,,
Ghosted,movie,"Action, Adventure, Comedy",2023,tt15326988,5.8,72654,
"Bagdad Cafe",movie,"Comedy, Drama",2021,,,,
"Raymond & Ray",movie,"Comedy, Drama",2022,tt15334032,6.2,9176,
Nenu,movie,"Romance, Drama",2004,tt1606302,6.6,103,
"The Passenger",movie,"Comedy, Horror, Sci-Fi",2021,tt12678146,5.2,1700,
Reunion,movie,"Comedy, Mystery",2024,tt15338966,5.6,3546,
"Marcel the Shell with Shoes On",movie,"Animation, Comedy, Drama",2021,tt15339456,7.6,31495,
"Leonard Bernstein - Das zerrissene Genie",movie,"Biography, Documentary",2018,tt12685032,,,
"Nootokka Zillala Andagaadu",movie,"Comedy, Drama",2021,tt14072358,6.4,388,
"United States of Drinking",movie,,2014,,,,
"Earth From Outer Space",movie,Documentary,2018,,,,
Jaguarland,movie,,2020,,,,
"Brazil's Emerald Oasis",movie,"Documentary, TV Movie",2020,,,,
"Shark Ganglands",movie,"Documentary, TV Movie",2020,,,,
"Monkeys of Bioko",movie,"Documentary, TV Movie",2020,,,,
"Tasmania: Curious Life of Quolls",movie,Documentary,2020,,,,
"Ocean Super Predators",movie,"Documentary, TV Movie",2021,,,,
"Virus Hunting: Cave to COVID",movie,,2021,,,,
"America's Heartland: Wild Prairie Reborn",movie,Documentary,2021,,,,
"Gangland: The Musical",movie,"Drama, Musical",2018,tt7817046,4.8,40,
"Where the Land Meets the Sky",movie,"Drama, Family",2021,tt7298130,5.4,60,
Pursuit,movie,"Action, Crime, Drama",2022,tt15106860,2.8,1298,
"Twice Bitten",movie,"Drama, Romance, Thriller",2021,tt14191916,5.4,152,
"Corrective Measures",movie,"Action, Sci-Fi",2022,tt15391770,4.3,5385,
"A Rich Christmas",movie,"Drama, Family",2021,tt12807538,4.8,193,
"26th Street Garage: The FBI's Untold Story of 9/11",movie,Documentary,2021,tt15392020,6.2,132,
Resurrection,movie,"Crime, Drama, Horror",2022,tt11540726,5.9,13176,
"BURN IT DOWN!",movie,Documentary,2021,,,,
"Bucket List: Australia",movie,Documentary,2019,,,,
"Smoking Causes Coughing",movie,"Comedy, Horror, Sci-Fi",2022,tt15471560,6.4,5831,
"Subramaniya Swamy",movie,Comedy,1994,tt10157670,,,
"Bucket List: South America",movie,,2020,,,,
"Race Against Time: The CIA and 9/11",movie,Documentary,2021,tt15392066,5.6,100,
"I've Been Trying to Tell You",movie,Music,2021,tt15732748,6.4,47,
"La Cha Cha",movie,Comedy,2021,tt13071366,5.9,113,
"9/11: I Was There",movie,Documentary,2021,,,,
"9/11: The Legacy",movie,"Documentary, Short",2021,tt15251048,7.5,29,
"PAW Patrol Live! at Home",movie,,2021,,,,
"Life’s a Beach",movie,Documentary,2020,,,,
"Nantucket Noel",movie,Romance,2021,tt15691228,6,1233,
"An Unexpected Christmas",movie,Romance,2021,tt15766640,6.9,3192,
"Coyote Creek Christmas",movie,"Drama, Romance",2021,tt15205430,5.8,1769,
"The Perfect Pairing",movie,"Family, Romance",2022,tt14459724,6.5,1188,
"Making Spirits Bright",movie,"Drama, Romance",2021,tt15102772,6.2,946,
"The Christmas Contest",movie,"Drama, Romance",2021,tt15316422,5.8,1483,
"The Christmas Promise",movie,"Drama, Romance",2021,tt15348352,6.7,1602,
"Christmas in My Heart",movie,Romance,2021,tt15655480,6.5,1397,
"Five More Minutes",movie,Romance,2021,tt15943510,7.5,1492,
"Open by Christmas",movie,Romance,2021,tt15758400,6.8,1735,
"Boyfriends of Christmas Past",movie,"Comedy, Fantasy, Romance",2021,tt15706104,6,1513,
"Christmas at Castle Hart",movie,"Comedy, Romance",2021,tt15943556,6.2,2309,
"Our Christmas Journey",movie,"Drama, Romance",2021,tt15463198,6.6,499,
"Christmas CEO",movie,Romance,2021,tt15691922,5.7,1230,
"My Christmas Family Tree",movie,"Drama, Romance",2021,tt15508150,7.6,2815,
"The Christmas House 2: Deck Those Halls",movie,"Comedy, Family, Romance",2021,tt16365840,6.4,1357,
"A Christmas Wish in Hudson",movie,Romance,2021,tt13624384,5.4,392,
"Christmas with Felicity",movie,"Drama, Romance",2021,tt14435184,5,323,
"A Holiday in Harlem",movie,"Drama, Romance",2021,tt15485160,5.5,688,
"Christmas in Harmony",movie,"Drama, Romance",2021,tt15425920,5.5,814,
"Christmas in Tahoe",movie,"Drama, Romance",2021,tt15739494,6.3,1444,
"Christmas Sail",movie,"Drama, Romance",2021,tt15758364,6.2,1351,
"Christmas in Toyland",movie,"Comedy, Romance",2022,tt15891306,6.4,1024,
"The Santa Stakeout",movie,"Comedy, Crime, Drama",2021,tt15737510,6.4,1468,
"Every Time a Bell Rings",movie,Romance,2021,tt15943414,6,1061,
"Gingerbread Miracle",movie,"Drama, Romance",2021,tt15821582,6.6,1437,
"Home for a Royal Heart",movie,"Comedy, Romance",2022,tt17663362,6.2,718,
"A Kiss Before Christmas",movie,"Comedy, Romance",2021,tt15565510,7,2357,
"South Park: Post COVID",movie,"Animation, Comedy",2021,tt15005868,7.5,12712,
"South Park: Post COVID - The Return of COVID",movie,"Animation, Comedy",2021,tt16375288,7.5,8674,
"9/11: Four Flights",movie,Documentary,2021,tt15251112,7.6,314,
"Match Me If You Can",movie,"Comedy, Romance",2023,tt10738020,5.8,453,
"Kein einfacher Mord",movie,"Crime, Drama",2020,tt10971636,6.2,97,
"A Priceless Love",movie,Romance,2022,tt15426386,5.5,306,
